word,meaning,partOfSpeech,phonetic
"decrease","""""n.减少,减小;减少量 v.减少,变少,降低""""","","/di'kri:s/"
"dedicate","奉献;献身于","vt.","/'dedikeit/"
"deduce","""""vt.(from)演绎,推断,推论""""","","/di'dju:s/"
"deduct","扣除;演绎(推理)","vt.","/di'dʌkt/"
"deed","""""n.行为,行动;功绩,事迹;证书；契据""""","","/di:d/"
"deem","""""v.认为,相信""""","","/di:m/"
"deep","""""a.深的,深长的;深奥的;强烈的 ad.深入的,迟""""","","/di:p/"
"deer","鹿","n.","/diə/"
"defeat","""""n.击败,战胜,失败 v.击败,战胜;使失败""""","","/di'fi:t/"
"defence","""""n.(defense)防御,保卫;防务工事;辩护""""","","/di'fens/"
"defect","过失;缺点;不足","n.","/'di:fekt/"
"defend","""""v.防守,保卫;为…辩护,为…答辩""""","","/di'fend/"
"deficiency","""""n.缺乏,不足;缺点,缺陷""""","","/di'fiʃənsi/"
"deficit","""""n.赤字,逆差;亏损,亏空;不足,缺乏""""","","/'defisit/"
"define","""""v.给…下定义;阐述;阐释;限定,规定""""","","/di'fain/"
"definite","""""a.明确的;一定的;意志坚强的,立场坚定的""""","","/'definit/"
"degenerate","""""v.衰退,堕落,蜕化 a.堕落的 n.堕落者""""","","/di'dʒenəreit/"
"degree","程度;度数;学位;等级","n.","/di'ɡri:/"
"delay","""""v./n.耽搁,延迟""""","","/di'lei/"
"delegate","代表 vt.委派…为代表;授权;委托","n.","/'deliɡət/"
"delete","删除","vt.","/di'li:t/"
"deliberate","""""a.深思熟虑的,故意的 vt.研讨,商讨""""","","/di'libərət/"
"delicate","纤弱的;精致的;微妙的;灵敏的","a.","/'delikət/"
"delicious","美味的;美妙的;使人愉快的","a.","/di'liʃəs/"
"delight","""""n.快乐,高兴 v.(使)高兴,(使)欣喜""""","","/di'lait/"
"deliver","""""v.交付,递送;发表,表达;释放;接生""""","","/di'livə/"
"delivery","递送;交付;分娩;交货;引渡","n.","/di'livəri/"
"democracy","""""n.民主,民主制,民主国家""""","","/di'mɔkrəsi/"
"demonstrate","""""v.论证,证实;演示,说明""""","","/'demənstreit/"
"denial","否认;拒绝;否认某事或某事实的声明","n.","/di'naiəl/"
"denote","""""vt.表示,意味着""""","","/di'nəut/"
"denounce","""""vt.公开指责,公然抨击;谴责""""","","/di'nauns/"
"dense","""""a.浓厚的,密集的,稠密的""""","","/dens/"
"density","""""n.密集,密度,浓度""""","","/'densəti/"
"dental","牙齿的；牙科(用)的","a.","/'dentəl/"
"dentist","牙医","n.","/'dentist/"
"deny","""""v.否认,否定;拒绝""""","","/di'nai/"
"depart","""""vi.离开,起程  a.过去的,逝世的""""","","/di'pɑ:t/"
"department","""""n.部,局,处,科,部门;系,学部""""","","/di'pɑ:tmənt/"
"departure","""""n.离开,起程""""","","/di'pɑ:tʃə/"
"depend","""""v.(on)取决于,依靠,信赖,相信""""","","/di'pend/"
"dependent","""""a.依靠的,依赖的,从属的;随…而定的""""","","/di'pendənt/"
"depict","""""v.描绘;描写,描述""""","","/di'pikt/"
"deposit","存放;使沉淀;付(保证金) n.存款;沉积物","v.","/di'pɔzit/"
"depress","""""v.压抑,降低;使沮丧,压下""""","","/di'pres/"
"deprive","""""vt.剥夺,夺去,使丧失""""","","/di'praiv/"
"depth","""""n.深，深度,深奥,深刻""""","","/depθ/"
"deputy","""""n.代理人,代表 a.副的,代理的""""","","/'depjuti/"
"derive","取得;导出;引申;来自;源自;出自","v.","/di'raiv/"
"descend","""""v.下来,下降;遗传(指财产,气质,权利)""""","","/di'send/"
"descendant","""""n.子孙,后代""""","","/di'sendənt/"
"descent","""""n.下降,降下;斜坡;血统,家世""""","","/di'sent/"
"describe","""""v.描述,形容""""","","/di'skraib/"
"description","""""n.描写,形容;种类""""","","/di'skripʃən/"
"desert","""""n.沙漠,不毛之地 v.抛弃,遗弃;擅离,开小差""""","","/'dezət/"
"deserve","""""v.应受,值得""""","","/di'zə:v/"
"design","""""v.设计;构思;绘制;图案;企图 n.设计,图样""""","","/di'zain/"
"designate","""""v.指明,指出;任命,指派""""","","/'deziɡneit/"
"desirable","""""a.值得做的;合意的,称心的;期望得到的""""","","/di'zaiərəbl/"
"desire","""""v./n.愿望,欲望,要求""""","","/di'zaiə/"
"desk","书桌，办公桌，服务台","n.","/desk/"
"despair","绝望;失望;令人失望的人(事物)v.绝望","n.","/di'spεə/"
"despatch","/v.(dispatch)派遣;发送 n.急件;新闻报道","n.","/di'spætʃ/"
"desperate","不顾一切的，铤而走险的；绝望的，危急的","a.","/'despərət/"
"despise","""""v.轻视,蔑视""""","","/di'spaiz/"
"despite","""""prep.不管,不顾""""","","/di'spait/"
"dessert","正餐后的水果或甜食","n.","/di'zə:t/"
"destiny","""""n.命运;天数,天命""""","","/'destini/"
"destroy","""""v.破坏,摧毁,消灭""""","","/di'strɔi/"
"destruction","毁坏，毁灭(的原因)","n.","/di'strʌkʃən/"
"destructive","破坏性","a.","/di'strʌktiv/"
"detach","""""vt.分开, 分离, 分遣, 派遣(军队)""""","","/di'tætʃ/"
"detain","""""v.耽搁;扣押,拘留""""","","/di'tein/"
"detect","""""v.察觉,发觉,侦察,探测""""","","/di'tekt/"
"detective","侦探","n.","/di'tektiv/"
"detector","""""n.发现者,侦察器,探测器,检波器,检电器""""","","/di'tektə/"
"deteriorate","""""v.(使)恶化,(使)变坏""""","","/di'tiəriəreit/"
"determine","""""v.决心,决定;确定,限定""""","","/di'tə:min/"
"develop","""""v.发展,开发,研制;显现,显影;发育,生长""""","","/di'veləp/"
"device","""""n.装置,设备,仪表;方法,设计""""","","/di'vais/"
"devil","魔鬼","n.","/'devəl/"
"devise","设计;发明;图谋;作出(计划);想出(办法)","vt.","/di'vaiz/"
"devote","""""v.(to)奉献,致力""""","","/di'vəut/"
"diagnose","诊断(疾病)；判断(问题)","vt.","/'daiəɡnəuz/"
"diagram","图表;图解","n.","/'daiəɡræm/"
"dialect","方言","n.","/'daiəlekt/"
"dialog","""""n.(dialogue)对话,对白""""","","/'daiəlɔɡ/"
"diameter","直径","n.","/dai'æmitə/"
"diamond","""""n.金钢石,钻石;菱形""""","","/'daiəmənd/"
"diary","""""n.日记,日记簿""""","","/'daiəri/"
"dictation","""""n.听写,口述;命令""""","","/dik'teiʃən/"
"dictionary","""""n.词典,字典""""","","/'dikʃənəri/"
"die","死，死亡；(草木)枯萎，凋谢；渴望","vi.","/dai/"
"diet","""""n.饮食,食物""""","","/'daiət/"
"differ","(from)与…不同;(with)与…意见不同","v.","/'difə/"
"difference","""""n.差别,差异,分歧""""","","/'difərəns/"
"different","""""a.差异的,差异的,不同的""""","","/'difərənt/"
"difficult","""""a.困难的,艰难的""""","","/'difikəlt/"
"difficulty","""""n.困难,困境,难题""""","","/'difikəlti/"
"diffuse","""""v.扩散;传播 a.(文章等)冗长的,漫无边际的""""","","/di'fju:s/"
"dig","""""v.挖,掘""""","","/diɡ/"
"digest","消化；领会，融会贯通 n.文摘，摘要","vt.","/di'dʒest/"
"digital","数字的;数位的;手指的 n.数字","a.","/'didʒitəl/"
"dignity","""""n.(举止,态度等的)庄严,端庄;尊贵,高贵""""","","/'diɡnəti/"
"diligent","""""a.勤奋的,用功的""""","","/'dilidʒənt/"
"dim","""""a.暗淡的,模糊的""""","","/dim/"
"diminish","""""v.缩小,减少,递减""""","","/di'miniʃ/"
"dine","""""v.吃饭,进餐""""","","/dain/"
"dinner","""""n.正餐,宴会""""","","/'dinə/"
"dip","""""v./n.浸,蘸""""","","/dip/"
"diploma","""""n.毕业文凭,学位证书""""","","/di'pləumə/"
"directly","""""ad.直接地,径直地;马上,立即""""","","/di'rektli/"
"director","""""n.指导者,主任,导演""""","","/di'rektə/"
"dirt","""""n.污物,污垢""""","","/də:t/"
"dirty","""""a.弄脏的;下流的 v.弄脏,玷污""""","","/'də:ti/"
"disable","使残废;使失去能力;丧失能力","vt.","/dis'eib/"
"disastrous","灾难性的","a.","/di'zɑ:strəs/"
"disc","""""n.(disk)圆盘,圆面,盘状物""""","","/disk/"
"discharge","""""v./n.卸货,排出;发射,放(电);遣散,解雇""""","","/dis'tʃɑ:dʒ/"
"discipline","""""n.纪律,学科""""","","/'disiplin/"
"disclose","""""v.揭示,泄露""""","","/dis'kləuz/"
"discourage","""""v.使泄气,使失去信心""""","","/dis'kʌridʒ/"
"discover","""""v.发现,显示""""","","/dis'kʌvə/"
"discovery","发现;被发现的事物","n.","/dis'kʌvəri/"
"discreet","(言行)谨慎的；慎重的；有判断力的","a.","/dis'kri:t/"
"discrepancy","相差;差异;矛盾;","n.","/dis'krepənsi/"
"discriminate","""""v.区别,辨别;(against)有差别地对待,歧视""""","","/dis'krimineit/"
"discuss","""""vt.讨论,商议""""","","/dis'kʌs/"
"disease","疾病","n.","/di'zi:z/"
"disgrace","""""n.失宠,耻辱 v.使失宠;玷辱,使蒙羞""""","","/dis'ɡreis/"
"disguise","""""n./v.假装,伪装""""","","/dis'ɡaiz/"
"disgust","""""n.厌恶,恶心 v.使厌恶""""","","/dis'ɡʌst/"
"dish","""""n.碟子,盘子,菜肴""""","","/diʃ/"
"dislike","""""n./v.不喜欢,厌恶""""","","/dis'laik/"
"dismay","""""n./v.(使)沮丧;(使)惊慌;(使)失望,(使)绝望""""","","/dis'mei/"
"dismiss","""""v.免职,解雇,开除,解散""""","","/dis'mis/"
"disorder","""""n.混乱,杂乱;骚乱;失调,疾病""""","","/dis'ɔ:də/"
"disperse","(使)分散;(使)散开;疏散","v.","/dis'pə:s/"
"displace","""""v.移置,转移;取代,置换""""","","/dis'pleis/"
"disposal","""""n.处理,处置;布置,安排""""","","/dis'pəuzəl/"
"dispose","""""v.(of)处理,处置;(for)布置,安排""""","","/dis'pəuz/"
"disregard","不理会;忽视;漠视 n.忽视;漠视","vt.","/disri'ɡɑ:d/"
"disrupt","使混乱，使崩溃，使分裂，使瓦解","vt.","/dis'rʌpt/"
"dissipate","驱散;(使云、雾、疑虑等)消散;挥霍","v.","/'disipeit/"
"dissolve","""""v.(使)溶解,(使)融化;解散,取消""""","","/di'zɔlv/"
"distance","""""n.距离,间隔,远方,路程""""","","/'distəns/"
"distant","远的;遥远的;疏远的;不亲近的","a.","/'distənt/"
"distill","蒸馏，用蒸馏法提取；吸取，提炼","vt.","/dis'til/"
"distinct","""""a.清楚的,明显的;(from)截然不同的""""","","/dis'tiŋkt/"
"distinction","""""n.区别,差别;级别;特性;声望;显赫""""","","/dis'tiŋkʃən/"
"distinguish","""""v.(from)区别,辨别;辨认出;使杰出""""","","/dis'tiŋɡwiʃ/"
"distort","弄歪(嘴脸等);扭曲;歪曲(真理、事实等)","v.","/dis'tɔ:t/"
"distract","分散;使分心;打扰;使心情烦乱","v.","/dis'trækt/"
"distress","苦恼;危难;不幸 v.使苦恼","n.","/di'stres/"
"district","""""n.地区,行政区;美国各州的众议院选区""""","","/'distrikt/"
"disturb","""""v.扰乱,妨碍,使不安""""","","/dis'tə:b/"
"disturbance","""""n.动乱,骚乱,干扰""""","","/di'stə:bəns/"
"ditch","""""n.沟,沟渠,水沟""""","","/ditʃ/"
"divide","""""v.分,划分,分开;分配;(by)除""""","","/di'vaid/"
"dividend","红利，股息；回报，效益；被除数","n.","/'dividend/"
"divine","神的，神授的，天赐的；极好的，极美的","a.","/di'vain/"
"division","""""n.分,分割;部门,科,处;除法;分界线""""","","/di'viʒən/"
"divorce","""""v./n.离婚,分离""""","","/di'vɔ:s/"
"dizzy","""""a.头晕目眩的,眩晕的;(可能)使人头晕的""""","","/'dizi/"
"doctor","医生;博士 vt.授以博士学位;诊断;修改","n.","/dɔktə/"
"doctorate","博士学位;博士头衔","n.","/'dɔktərit/"
"document","""""n.公文,文献""""","","/'dɔkjumənt/"
"doll","""""n.玩偶,玩具娃娃""""","","/dɔl/"
"dollar","""""n.(美国,加拿大等国货币单位)美元,加元""""","","/'dɔlə/"
"domain","""""n.(活动,思想等)领域,范围;领地""""","","/dəu'mein/"
"dome","圆屋顶","n.","/dəum/"
"domestic","家里的;本国的;驯养的","a.","/dəu'mestik/"
"dominant","""""a.支配的,统治的,占优势的""""","","/'dɔminənt/"
"dominate","""""v.支配,统治,控制;占优势""""","","/'dɔmineit/"
"donkey","驴子；蠢人；顽固的人","n.","/'dɔŋki/"
"doom","""""n.厄运,劫数 v.注定,命定""""","","/du:m/"
"door","门；门口，出入口；门状物；家；通道","n.","/dɔ:/"
"doorway","门口","n.","/'dɔ:wei/"
"dorm","(dormitory)［美］［口］宿舍","n.","/dɔ:m/"
"dose","""""n.剂量,一服,一剂 v.(给…)服药""""","","/dəus/"
"dot","""""n.点,圆点 v.在…上打点""""","","/dɔt/"
"doubt","""""n./v.怀疑,疑虑""""","","/daut/"
"dove","鸽子","n.","/dʌv/"
"down","下；由大到小 prep.沿着…而下 a.向下的","ad.","/daun/"
"downstairs","""""ad.在楼下,往楼下""""","","/'daun'stεəz/"
"downtown","在城市的商业区 n./a.城市商业区(的)","ad.","/'daun'taun/"
"downward","""""a.向下的 ad.(also downwards)向下,往下""""","","/'daunwəd/"
"doze","/n.瞌睡;假寐","v.","/dəuz/"
"dozen","""""n.一打,十二个""""","","/'dʌzən/"
"drag","""""v.拖,拖曳""""","","/dræɡ/"
"dragon","龙","n.","/'dræɡən/"
"drain","""""n.排水沟,阴沟;消耗,负担 v.排去,放干""""","","/drein/"
"drastic","""""a.激烈的,严厉的;(药性等)猛烈的""""","","/'dræstik/"
"draw","拉;画;汲取;引出;(to)挨近 n.平局;拖曳","v.","/drɔ:/"
"drawback","""""n.欠缺,缺点;退还的关税""""","","/'drɔ:bæk/"
"drawer","抽屉","n.","/drɔ:/"
"drawing","""""n.绘图,图样""""","","/'drɔ:iŋ/"
"dread","""""v./n.恐惧,担心""""","","/dred/"
"dream","""""n./v.梦,梦想,幻想""""","","/dri:m/"
"dress","""""n.服装,童装,女装 v.穿衣,打扮""""","","/dres/"
"drift","""""v./n.漂,漂流(物)""""","","/drift/"
"drill","练习;操练;钻孔 n.操练;练习;钻孔(机)","v.","/dril/"
"drink","""""v.(drank,drunk)喝，饮 n.饮料；喝酒""""","","/driŋk/"
"drip","""""v.滴下,漏水 n.滴,水滴,点滴""""","","/drip/"
"drive","""""v.开(车);驱;驱动,把(钉,桩)打入 n.驾驶""""","","/draiv/"
"driver","驾驶员","n.","/draivə/"
"drop","滴;落下;微量 v.落下;下降;失落","n.","/drɔp/"
"drought","""""n.旱灾,干旱""""","","/draut/"
"drown","""""v.溺死,淹没""""","","/draun/"
"drug","药物;麻醉品;毒品;滞销货 v.下麻药;吸毒","n.","/drʌɡ/"
"drum","鼓;圆桶","n.","/drʌm/"
"drunk","醉酒的；(喻)陶醉的 n.酗酒者，醉汉","a.","/drʌŋk/"
"dry","干(旱)的；干渴的；枯燥 vt.使干燥，晒干","a.","/drai/"
"dubious","怀疑的，无把握的；有问题的，靠不住的","a.","/'dju:bjəs/"
"duck","""""n.鸭,鸭肉 v.迅速俯身;快速低头;躲避""""","","/dʌk/"
"dull","""""a.单调的;迟钝的,愚笨的;不锋利的""""","","/dʌl/"
"dumb","""""a.哑的,无言的""""","","/dʌm/"
"dump","""""v.倾倒,倾卸 n.垃圾场""""","","/dʌmp/"
"duplicate","""""n.复制品 v.复写,使加倍 a.复制的,二重的""""","","/'dju:plikət/"
"durable","""""a.持久的,耐久的""""","","/'djuərəbl/"
"duration","持久;期间;持续时间","n.","/djuə'reiʃən/"
"during","在…期间","prep.","/'djuəriŋ/"
"dusk","""""n.薄暮,黄昏""""","","/dʌsk/"
"dust","""""n.灰尘,尘土 v.拂,掸""""","","/dʌst/"
"dwarf","矮子，侏儒，矮小的动植物 vt.使…矮小","n.","/dwɔ:f/"
"dwelling","""""n.住宅,寓所""""","","/'dweliŋ/"
"dye","""""n.染料 v.染,染色""""","","/dai/"
"dynamic","""""a.动力的,电动的;有生气的""""","","/dai'næmik/"
"each","""""a./pron.各,各自的,每""""","","/i:tʃ/"
"eager","""""a.(for)渴望的,热切的""""","","/'i:ɡə/"
"eagle","鹰","n.","/'i:ɡl/"
"ear","耳，耳朵；听力，听觉；穗","n.","/iə/"
"early","""""a.早的,早期的,及早的 ad.早,在初期""""","","/'ə:li/"
"earn","""""v.赚得,挣得,获得""""","","/ə:n/"
"earnest","""""a.热心的,诚挚的 n.热心;真挚;定金;认真""""","","/'ə:nist/"
"earth","地球；陆地；泥土，土壤；尘世，人间","n.","/ə:θ/"
"earthquake","地震","n.","/'ə:θkweik/"
"ease","""""v.减轻;使舒适,使安心 n.容易;舒适,悠闲""""","","/i:z/"
"east","""""n.东,东方,东部 a.东方的,东部的""""","","/i:st/"
"eastern","""""a.东方的,东部的""""","","/'i:stən/"
"easy","容易的，不费力的，安逸的，宽裕的","a.","/'i:zi/"
"eat","吃，喝 vi.吃饭，吃东西","vt.","/i:t/"
"ebb","衰退，减退 n.处于低潮，处于衰退状态","vi.","/eb/"
"eccentric","古怪的，怪癖的，异乎寻常的n.古怪的人","a.","/ik'sentrik/"
"echo","""""v./n.回声,反响,共鸣""""","","/'ekəu/"
"eclipse","""""n.日食,月食""""","","/i'klips/"
"ecology","生态学","n.","/i:'kɔlədʒi/"
"economy","节约;经济","n.","/i'kɔnəmi/"
"edge","""""n.边,棱;刀口,刃 v.侧身移动,挤进""""","","/edʒ/"
"edible","可食用的","a.","/'edibl/"
"edit","""""v.编辑,校订""""","","/'edit/"
"edition","""""n.版,版本,版次""""","","/i'diʃən/"
"editor","""""n.编辑,编者""""","","/'editə/"
"educate","""""v.教育,培养,训练""""","","/'edju:keit/"
"effect","结果;效果;影响;印象 vt.招致;实现;达到","n.","/i'fekt/"
"effective","""""a.有效的,生效的;被实施的;给人深刻印象""""","","/i'fektiv/"
"efficiency","效率;功效","n.","/i'fiʃənsi/"
"efficient","""""a.有效的,效率高的;有能力的,能胜任的""""","","/i'fiʃənt/"
"effort","努力;成就;艰难的尝试","n.","/'efət/"
"egg","蛋; 卵; 卵形物","n.","/eɡ/"
"eight","八 pron.八(个，只...)","num.","/eit/"
"eighteen","十八，十八个","num.","/'ei'ti:n/"
"eighty","/a.八十 pron.八十(个，只...)","num.","/'eiti/"
"elapse","．(时间)溜走；(光阴)逝去","vi","/i'læps/"
"elastic","""""a.弹性的 n.松紧带,橡皮圈""""","","/i'læstik/"
"elbow","肘，(衣服的)肘部vt.用肘推，用肘挤","n.","/'elbəu/"
"elder","""""a.年长的,资格老的 n.长辈""""","","/'eldə/"
"elderly","较老的，年长的n.[the～]到了晚年的人","a.","/'eldəli/"
"electric","""""a.电的,导电的,电动的""""","","/i'lektrik/"
"electrical","""""a.电的,电学的""""","","/i'lektrikəl/"
"electron","电子","n.","/i'lektrɔn/"
"elegant","优雅的;端庄的;雅致的","a.","/'eliɡənt/"
"element","元素;要素;成分;元件;自然环境","n.","/'elimənt/"
"elephant","(动物)象","n.","/'elifənt/"
"elevate","""""vt.举起,提拔,振奋,提升...的职位""""","","/'eliveit/"
"elevator","""""n.电梯,升降机""""","","/'eliveitə/"
"eleven","十一 pron./a.十一(个，只...)","num.","/i'levən/"
"eligible","符合条件的;(尤指婚姻等)合适(意)的","a.","/'elidʒəbl/"
"eliminate","""""vt.除去;淘汰;排(删,消)除;削减(人员)""""","","/i'limineit/"
"eloquent","""""a.雄辩的,有说服力的;善辩的,口才流利的""""","","/'eləkwənt/"
"else","其它，另外，别的；[与or连用]否则","ad.","/els/"
"embarrass","""""vt.使困窘,使局促不安;阻碍,麻烦""""","","/im'bærəs/"
